,path,blue,green,red
0,img/hot1.jpg,206.6808843466472,214.8480550630931,231.00573573886746
1,img/hot2.jpg,158.70765306122448,170.63719387755103,178.6211224489796
2,img/hot3.jpg,241.27153598281419,245.02255639097746,250.47733619763696
3,img/hot4.jpg,162.74262688614542,137.70256058527664,147.93169867398262
4,img/hot5.jpg,83.95330361225423,122.69975994513031,115.70490397805213
5,img/hot6.jpg,159.89153439153438,188.49884683218016,212.86535069868404
6,img/hot7.jpg,137.56291974764264,141.5103452954345,157.7004952174208
7,img/hot8.jpg,247.28287479598973,247.28287479598973,247.28287479598973
8,img/hot9.jpg,157.99451303155007,165.4051783264746,179.61945587562872
9,img/hot10.jpg,204.3123469387755,204.43821428571428,205.67841836734695
