,path,blue,green,red
0,img/beautiful1.jpg,135.7402551020408,160.19617346938776,175.33551020408163
1,img/beautiful2.jpg,237.9509223568282,237.9509223568282,237.9509223568282
2,img/beautiful3.jpg,179.23074176104478,184.09611264156717,204.70288746046322
3,img/beautiful4.jpg,139.74440341564735,161.47934456496654,182.16068543734133
4,img/beautiful5.jpg,226.88650793650794,217.59484126984128,238.34436507936508
5,img/beautiful6.jpg,244.33042151239277,244.3342103878335,244.32663263695207
6,img/beautiful7.jpg,207.46211365902292,214.2948030907278,222.01657527417746
7,img/beautiful8.jpg,179.96242857142857,174.82521428571428,214.29042857142858
8,img/beautiful9.jpg,237.1325581395349,237.1325581395349,237.1325581395349
9,img/beautiful10.jpg,202.0962255477808,199.50201746769497,207.06976862965422
