,path,blue,green,red
0,img/passion1.jpg,92.65933449015004,81.5129631519853,63.4440134735123
1,img/passion2.jpg,215.78357142857143,136.65239795918367,120.67413265306122
2,img/passion3.jpg,238.61724489795918,242.98744897959185,243.0540306122449
3,img/passion4.jpg,112.70870361576556,119.60837120955159,139.50444338918663
4,img/passion5.jpg,57.1580547112462,41.50217694898546,136.8039924422903
5,img/passion6.jpg,100.44347023534841,96.82136081628468,116.37783930677331
6,img/passion7.jpg,170.7656610470275,113.84001774622892,108.35785270629991
7,img/passion8.jpg,48.63583169317517,72.5961487313155,94.17165806691845
8,img/passion9.jpg,37.31990928458525,37.43777059995877,39.086454539206926
9,img/passion10.jpg,138.02764976958525,115.64278033794163,120.02734254992319
